filename,category,score,left,top,bottom,right
1 SHELTON TER; TRUMBULL.png,missing-shingles,0.9885315895080566,0.7562717883973509,0.5421279271443685,0.5897599856058756,0.7728130100546656
1 SHELTON TER; TRUMBULL.png,missing-shingles,0.9750007390975952,0.7755325694341917,0.3735681672890981,0.4814887543519338,0.8075577230066866
1 SHELTON TER; TRUMBULL.png,missing-shingles,0.9741304516792297,0.7210591854275884,0.26881573100884754,0.35972144703070325,0.7420753739975594
10 CORNFIELD RD; TRUMBULL.png,missing-shingles,0.9129021167755127,0.23213042600734815,0.2276360628505548,0.2569543880720933,0.24945788609014974
10 ELLIOTT RD; TRUMBULL.png,missing-shingles,0.687081515789032,0.6718225350251069,0.3863571186860402,0.43529434005419415,0.6938403232677562
10 FAIRVIEW AVE; TRUMBULL.png,missing-shingles,0.8836486339569092,0.4946846873373599,0.8013980090618134,0.8742389182249705,0.5199225101922009
10 HILL CIR; TRUMBULL.png,missing-shingles,0.9368795156478882,0.2601310691317996,0.39188265800476074,0.429984172185262,0.30377990490681417
10 NORWOOD TER; TRUMBULL.png,missing-shingles,0.7501224875450134,0.3527408218061602,0.07398965085546176,0.10338657970229785,0.37695576129732905
10 REGINA ST; TRUMBULL.png,missing-shingles,0.6707491874694824,0.4967653437240704,0.20921983073155084,0.23375918716192245,0.5126960333940145
10 ROCKY HILL RD; TRUMBULL.png,patches,0.8905414938926697,0.034991283674497865,0.12509643286466599,0.17968840152025223,0.07476481231483253
10 ROSE TER; TRUMBULL.png,missing-shingles,0.8085333108901978,0.4476097065049249,0.8777647415796915,0.9093020359675089,0.47710311896092183
10 RUTLEE DR; TRUMBULL.png,missing-shingles,0.9122743606567383,0.35141567684508657,0.5352802077929179,0.5723445614178976,0.37257035600172506
10 RUTLEE DR; TRUMBULL.png,missing-shingles,0.7476946711540222,0.3064836537515795,0.491139014561971,0.5242416858673096,0.32409797004751256
10 TAITS MILL RD; TRUMBULL.png,missing-shingles,0.9957836866378784,0.4009863903393617,0.6490008334318796,0.6791763802369436,0.4208301829325186
10 TAITS MILL RD; TRUMBULL.png,missing-shingles,0.9479160904884338,0.3499499978245916,0.5640282916525999,0.5917475732664267,0.37057832125070933
10 TAITS MILL RD; TRUMBULL.png,missing-shingles,0.8142139315605164,0.4403386961769413,0.7182748193542162,0.751031331717968,0.46233693248516805
10 THOMAS ST; TRUMBULL.png,missing-shingles,0.655146062374115,0.2845261950750609,0.4712070090075334,0.4989582436780135,0.3224792077734664
100 ROOSEVELT DR; TRUMBULL.png,missing-shingles,0.8211665153503418,0.9848854219591295,0.36575399339199066,0.3895195076862971,1.000929884008459
101 GRAY ROCK RD; TRUMBULL.png,missing-shingles,0.9283912777900696,0.1644690439507768,0.18477232505877814,0.20944441109895706,0.2073525915274749
103 CANOE BROOK RD; TRUMBULL.png,patches,0.7215803265571594,0.04262968011804529,0.09213191270828247,0.16198120514551798,0.07415176082301785
103 RIDGEVIEW AVE; TRUMBULL.png,missing-shingles,0.6936984658241272,0.53181184788008,0.30358033751447994,0.3262956403195858,0.5571619449435053
104 GARWOOD RD; TRUMBULL.png,patches,0.7151545286178589,0.9806081137141666,0.5557429318626722,0.5828860277930895,1.0005507871911332
105 DANIELS FARM RD; TRUMBULL.png,missing-shingles,0.6869986653327942,0.41937752430503433,0.346922146777312,0.38227972636620206,0.4356133059875385
105 PUTTING GREEN RD N; TRUMBULL.png,patches,0.7042249441146851,0.3555482883711119,0.5338173707326254,0.5886178811391195,0.3869157256306829
105 TWITCHGRASS RD; TRUMBULL.png,patches,0.891110360622406,0.34004014247172587,0.7150497188170751,0.7693837732076645,0.4303357536728318
105 TWITCHGRASS RD; TRUMBULL.png,patches,0.8492656350135803,0.41698568737184677,0.7199237744013468,0.7497519254684448,0.4628587719556448
105 TWITCHGRASS RD; TRUMBULL.png,patches,0.7916515469551086,0.340744492169973,0.7623806099096934,0.7947562436262766,0.3886764532810933
105 TWITCHGRASS RD; TRUMBULL.png,patches,0.7202768325805664,0.6563005109091062,0.6432430570324262,0.6784889871875445,0.6980200152139406
107 FERNWOOD RD; TRUMBULL.png,patches,0.8462140560150146,0.5913509742633717,0.5524783978859583,0.678515667716662,0.6740430819021689
108 OLD DIKE RD; TRUMBULL.png,missing-shingles,0.7980960011482239,0.7614432645810617,0.2667623547216256,0.2932940137883027,0.7790359315034505
108 WENDY RD; TRUMBULL.png,missing-shingles,0.9649332761764526,0.23351918201188784,0.6400251686573029,0.6654841601848602,0.252608826031556
109 STERLING RD; TRUMBULL.png,patches,0.754145085811615,0.3699897479366612,0.5513384267687798,0.6175370290875435,0.41205587419303685
11 BONHEUR RD; TRUMBULL.png,missing-shingles,0.8908646106719971,0.3972608656496615,0.1853875865538915,0.21167797346909842,0.4278249031788594
11 ELBERTA AVE; TRUMBULL.png,missing-shingles,0.7846505641937256,0.3970211357683749,0.04983219380180041,0.08798199022809665,0.4282331498893532
11 GWENDOLYN DR; TRUMBULL.png,patches,0.7641528248786926,0.1829553359263652,0.8238506962855657,0.9010994583368301,0.34046339988708496
11 LORMA AVE; TRUMBULL.png,missing-shingles,0.9467877745628357,0.40442434033832036,0.7112683355808258,0.7462346653143564,0.42510591165439504
11 MAPLE ST; TRUMBULL.png,missing-shingles,0.904096245765686,0.31520345243247777,0.44641854365666706,0.47241804997126263,0.33981970999691935
11 MEADOW RD; TRUMBULL.png,missing-shingles,0.933436930179596,0.589253436874699,0.22302942723035812,0.2528308505813281,0.6237232765635928
11 PETTICOAT LN; TRUMBULL.png,missing-shingles,0.9054308533668518,0.6355583772465989,0.8599880834420522,0.9209046065807343,0.6596971291142542
11 RED BARN RD; TRUMBULL.png,missing-shingles,0.8469395041465759,0.7444146823238682,0.7119499916831652,0.7578989590207735,0.7698844526265118
11 RED BARN RD; TRUMBULL.png,missing-shingles,0.8224391937255859,0.7699619644397014,0.6924100791414579,0.736103447775046,0.7932196291717323
110 COTTAGE ST; TRUMBULL.png,missing-shingles,0.9377219080924988,0.26506912949922923,0.3240890180071195,0.35507698108752567,0.28991364868911534
112 ARDEN RD; TRUMBULL.png,patches,0.958515465259552,0.7436421207479529,0.7978709265589714,0.8589678083856901,0.7933065214672604
114 FLINT ST; TRUMBULL.png,missing-shingles,0.9025468826293945,0.5793823213190645,0.21411821556588015,0.23186583009858927,0.5977896435840709
115 GARWOOD RD; TRUMBULL.png,missing-shingles,0.6637600660324097,0.21951565307539864,0.30043353140354156,0.3650881697734197,0.23861598243584503
116 CAMPBELL RD; TRUMBULL.png,patches,0.8158127665519714,0.40442680345999227,0.7712748100360235,0.8335104733705521,0.43287924495903224
1166 DANIELS FARM RD; TRUMBULL.png,patches,0.9434471130371094,0.30541861137828313,0.5432277421156565,0.5864420831203461,0.32682694212810415
117 CRABAPPLE RD; TRUMBULL.png,missing-shingles,0.9549738168716431,0.20473893268688306,0.11658374220132828,0.14822473376989365,0.2518370280394683
117 RIDGEVIEW AVE; TRUMBULL.png,patches,0.7818631529808044,0.2102497944960723,0.2181226039926211,0.2657930428783099,0.28360941925564326
118 BEECHWOOD AVE; TRUMBULL.png,patches,0.8566957116127014,0.7946107629183177,0.7002523342768351,0.7898199160893759,0.8221234067066295
12 ANITA AVE; TRUMBULL.png,missing-shingles,0.6994193196296692,0.5805816892031077,0.6551214475184679,0.6744579058140516,0.6140089051143544
