filename,category,score,left,top,bottom,right
1 FRANK ST; New Haven-W-1.png,MS,0.8805989027023315,0.747295711491559,0.40605832760532695,0.43409186974167824,0.7719533540107109
1 HARD ST; NAUGATUCK-E-1.png,MS,0.09936442971229553,0.7628129978437681,0.2553245909512043,0.279194962233305,0.7840922104345786
1 HARD ST; NAUGATUCK-E-1.png,MS,0.04418013617396355,0.7418988363162892,0.28333638856808346,0.30481017877658206,0.7605241150469393
1 HARD ST; NAUGATUCK-E-1.png,MS,0.02505645528435707,0.7806717109035801,0.2996310368180275,0.32468343029419583,0.8040506533674292
1 HARD ST; NAUGATUCK-E-1.png,MS,0.018270783126354218,0.9921494182702657,0.4857163776954015,0.5425265282392502,1.00274857878685
1 HARD ST; NAUGATUCK-E-1.png,MS,0.013916666619479656,0.992396434416642,0.508067861199379,0.5614651689926783,1.0027205468835056
1 HARD ST; NAUGATUCK-E-1.png,MS,0.011797771789133549,0.3416195181575981,0.6368038083116213,0.6671245669325193,0.3559292192394669
1 HARD ST; NAUGATUCK-N-1.png,MS,0.6607829928398132,0.5808753661207251,0.45310816417137784,0.5235762471954027,0.6038790828472859
1 HARD ST; NAUGATUCK-N-1.png,MS,0.3094591796398163,0.5865622331967225,0.4400098075469335,0.49424611032009125,0.6059308962242024
1 HARD ST; NAUGATUCK-N-1.png,MS,0.2685566246509552,0.00046574263959317595,0.49320992330710095,0.5158266176780065,0.012356671932581309
1 HARD ST; NAUGATUCK-N-1.png,MS,0.050611112266778946,0.18127462670609756,0.10146251817544301,0.12693147361278534,0.20402338053729083
1 HARD ST; NAUGATUCK-N-1.png,MS,0.050337307155132294,0.510072120943585,0.4105829397837321,0.45379821459452313,0.5267090869916452
1 HARD ST; NAUGATUCK-N-1.png,MS,0.03437201678752899,0.12121359399847083,0.5995808827380339,0.6195193541546663,0.13615405559539795
1 HARD ST; NAUGATUCK-N-1.png,MS,0.02165082097053528,0.4938716042686153,0.7042292524129152,0.7229839395731688,0.51033281071766
1 HARD ST; NAUGATUCK-N-1.png,MS,0.014382847584784031,-0.0012719899013235762,0.5428625804682573,0.5710645454625288,0.006227489862893079
1 HARD ST; NAUGATUCK-N-1.png,MS,0.012718647718429565,-0.0012438534884839445,0.48617106800278026,0.5094270892441273,0.010065572890075477
1 HARD ST; NAUGATUCK-N-1.png,MS,0.012552776373922825,-0.0017305991134128056,0.5273050665855408,0.5582137703895569,0.006560122644579089
1 HARD ST; NAUGATUCK-N-1.png,MS,0.011651567183434963,0.4974518233054393,0.4469525044163068,0.48304398606220883,0.513733693876782
1 HILLTOP RD; New Haven-W-1.png,MS,0.0639919638633728,0.9340484915552912,0.5756477663914362,0.6823123147090276,0.9969442535091091
1 HINE PL; New Haven-S-1.png,MS,0.0938713401556015,0.7623242478112917,0.27098924418290454,0.3085185041030248,0.7844289911759866
1 HINE PL; New Haven-S-1.png,MS,0.0203938540071249,0.9806000010387318,0.6566187590360641,0.7017561544974645,1.0018758983225435
1 HINE PL; New Haven-S-1.png,MS,0.012739553116261959,0.9865068237523775,0.5992964257796606,0.6356977472702662,1.0026994387845736
1 HORSLEY AV; New Haven-W-1.png,MS,0.5699079036712646,0.9871669492206058,0.5794034053881963,0.6141779373089472,1.0022733501485876
1 HORSLEY AV; New Haven-W-1.png,MS,0.21414987742900848,0.8856929822548015,0.31020931402842206,0.34431477387746173,0.9074357788305025
1 HORSLEY AV; New Haven-W-1.png,MS,0.022523362189531326,0.9903285692672472,0.6163141330083212,0.6582165161768595,1.0023966999472798
1 HORSLEY AV; New Haven-W-1.png,MS,0.018349595367908478,0.9918766307669717,0.546791690091292,0.584270658592383,1.0023390509792276
1 HORSLEY AV; New Haven-W-1.png,MS,0.011041936464607716,0.9922965829436844,0.5231548237303892,0.5588328751424948,1.0022519053639591
1 IRA ST; New Haven-S-1.png,MS,0.010405976325273514,0.023075885063893086,0.8290820668141047,0.8638096898794174,0.04644112168131648
1 LAKE PL; New Haven-S-1.png,MS,0.18785357475280762,0.42106009335131256,0.22878225147724152,0.33757194379965466,0.4508546413602056
1 LAKE PL; New Haven-S-1.png,MS,0.017957307398319244,0.4230967276805156,0.172436294456323,0.22134886433680853,0.4608140958322061
1 LEILA ST; New Haven-S-1.png,MS,0.9681950807571411,0.1361752184661659,0.31610821187496185,0.3560902426640193,0.15777849667781108
1 PALMIERI AV; New Haven-S-1.png,MS,0.12012606114149094,0.9648833822559666,0.6395550072193146,0.6892892221609751,1.003471538827226
1 REVERE ST; New Haven-W-1.png,MS,0.8500263690948486,0.829650426233137,0.6493762731552124,0.6780455509821574,0.8525583824595889
1 REVERE ST; New Haven-W-1.png,MS,0.02776653878390789,0.8444301598780865,0.5888364613056183,0.616440345843633,0.8670101584614934
1 RUSSO TER; New Haven-S-1.png,MS,0.04564681649208069,0.7461162998869613,0.09312471002340317,0.11870856831471126,0.7716248260961996
1 RUSSO TER; New Haven-W-1.png,MS,0.9674784541130066,0.7702591854172784,0.6587121499081453,0.6980046418805917,0.8099375044977343
1 RUSSO TER; New Haven-W-1.png,MS,0.9642577171325684,0.873172673019203,0.6357156708836555,0.6936699276169142,0.9195669889450073
1 RUSSO TER; New Haven-W-1.png,MS,0.6673497557640076,0.8144672915742204,0.6626768422623476,0.70186293994387,0.8474797010421753
1 RUSSO TER; New Haven-W-1.png,MS,0.14149244129657745,0.7497513020360792,0.660000612338384,0.6930448512236277,0.7831697415661167
1 RUSSO TER; New Haven-W-1.png,MS,0.045600686222314835,0.7130892035123464,0.6576440036296844,0.6860141257445017,0.7595944710679956
1 RUSSO TER; New Haven-W-1.png,MS,0.017764275893568993,0.523622313061276,0.6401452347636223,0.677825041115284,0.5915927822525436
1 VICTORY DR; New Haven-S-1.png,MS,0.1645071655511856,0.22668111002123034,0.10319573680559795,0.1873942712942759,0.28520388860960266
1 VICTORY DR; New Haven-S-1.png,MS,0.03653935715556145,0.692831273014481,0.48665086428324383,0.5924127101898193,0.723031764094894
1 VICTORY DR; New Haven-S-1.png,MS,0.016365831717848778,0.7355424069069527,0.9880996936311325,1.00263027412196,0.7848534390733048
1 VICTORY DR; New Haven-S-1.png,MS,0.011168534867465496,0.7172887711911589,0.9864854359378418,1.0018434977779787,0.7589866986145845
1 WILCOX PL; New Haven-S-1.png,MS,0.01746087335050106,-0.0013466731116578386,0.30153796946009,0.34121912841995555,0.013297219936912125
10 ACADEMY ST; New Haven-S-1.png,MS,0.19347403943538666,0.4388793384706652,0.9820213206112385,1.001374573757251,0.4724637978785747
10 ACADEMY ST; New Haven-S-1.png,MS,0.039718106389045715,0.3745458126068115,0.8807679712772369,0.9287533859411875,0.4060174387854499
10 ACADEMY ST; New Haven-S-1.png,MS,0.024433346465229988,0.4660160557643787,0.9847596188386282,1.0026439328988392,0.5106744943438349
10 ACADEMY ST; New Haven-S-1.png,MS,0.020178738981485367,0.41814161474640305,0.9860528248051802,1.0017280640701454,0.45811847255036636
10 ACADEMY ST; New Haven-S-1.png,MS,0.01808146759867668,0.3976102342476716,0.9874323221544424,1.002011138945818,0.43766990062352773
10 BATTER TER; New Haven-W-1.png,MS,0.9330536723136902,0.5894878039488921,0.35338296244541806,0.39528491348028183,0.6181292598311966
10 BATTER TER; New Haven-W-1.png,MS,0.010854743421077728,0.0020200819582552525,0.3788486147920291,0.41319093853235245,0.019746659575281916
10 BATTER TER; New Haven-W-1.png,MS,0.01054455991834402,0.9793184286839253,0.6734785487254461,0.746409629782041,1.0007752437849302
10 BATTER TER; New Haven-W-1.png,MS,0.010072837583720684,0.8420003813666266,0.2464833160241445,0.3096960484981537,0.8761875178362872
10 MARSH HILL RD; NAUGATUCK-E-1.png,MS,0.012257148511707783,0.30022299048062917,0.17578899363676706,0.20155839622020721,0.32310890426506866
10 MARSH HILL RD; NAUGATUCK-W-1.png,MS,0.7134106159210205,0.7109220068196993,0.6311457256476084,0.6650202174981436,0.7295326308624165
10 MARSH HILL RD; NAUGATUCK-W-1.png,MS,0.021566441282629967,0.7416166010740641,0.5551607236266136,0.5852058306336403,0.7573282742822492
100 CITY HILL ST; NAUGATUCK-N-1.png,MS,0.01786760799586773,0.23682386810715134,0.5305692801872889,0.584364210565885,0.2744780488916346
100 CITY HILL ST; NAUGATUCK-N-1.png,MS,0.014304865151643753,0.21180299166086558,0.5361511210600535,0.5768638948599497,0.24704565228642644
100 HILLTOP RD; NAUGATUCK-S-1.png,MS,0.9413785934448242,0.7762968459644833,0.7940424506862959,0.8441443219780922,0.8044660687446594
100 HILLTOP RD; NAUGATUCK-S-1.png,MS,0.8412867784500122,0.9808410623589078,0.7545176645119985,0.7855748037497202,1.0031101969448295
100 HILLTOP RD; NAUGATUCK-S-1.png,MS,0.09337757527828217,0.9888022131211048,0.761091356476148,0.7972038934628168,1.0024879051221383
100 HILLTOP RD; NAUGATUCK-S-1.png,MS,0.02247067727148533,0.9921465648992641,0.7945441951354345,0.8347123712301254,1.00258977147373
100 HILLTOP RD; NAUGATUCK-S-1.png,MS,0.01765446923673153,0.5542908729733648,0.5961021532615026,0.6256197343269984,0.589307838195079
100 HILLTOP RD; NAUGATUCK-S-1.png,MS,0.017180796712636948,0.9818040889662665,0.7284284457564354,0.7613864714900652,1.0002449767009631
100 HILLTOP RD; NAUGATUCK-S-1.png,MS,0.012389160692691803,0.9924816396590825,0.8174499819676081,0.8595669120550156,1.0028130859136581
100 MORNING MIST RD; NAUGATUCK-E-1.png,MS,0.012425626628100872,0.5010365118851533,0.6487314974268278,0.6786408945918083,0.516560789701101
101 ADELLA ST; NAUGATUCK-N-1.png,MS,0.7648199796676636,0.45292576905843374,0.10043469816446304,0.12857787062724432,0.4872242083420625
101 ADELLA ST; NAUGATUCK-N-1.png,MS,0.13913218677043915,0.4336129749143446,0.04986254374186198,0.07797958453496297,0.4723283439069181
101 ADELLA ST; NAUGATUCK-N-1.png,MS,0.12842486798763275,0.4374102112409231,0.07108089576164882,0.09688479453325272,0.4683626423010955
101 ADELLA ST; NAUGATUCK-N-1.png,MS,0.05152027681469917,0.46276779110367233,0.05195419987042745,0.07739702860514323,0.4981986799755612
101 PARTRIDGETOWN RD; NAUGATUCK-N-1.png,MS,0.9977664351463318,0.8511626059944565,0.22390084837873778,0.25147750601172447,0.8758521933813352
101 PARTRIDGETOWN RD; NAUGATUCK-N-1.png,MS,0.9315367937088013,0.6034322960956676,0.320674857745568,0.34630397831400234,0.6252151937098116
101 PARTRIDGETOWN RD; NAUGATUCK-N-1.png,MS,0.9200249314308167,0.37913510606095596,0.3840991829832395,0.4122735485434532,0.40951793258254593
101 PARTRIDGETOWN RD; NAUGATUCK-N-1.png,MS,0.889167308807373,0.36591752719234777,0.5597134754061699,0.5886580621202787,0.3859117747964086
101 PARTRIDGETOWN RD; NAUGATUCK-N-1.png,MS,0.7820038795471191,0.3677789544737017,0.3510517589747906,0.3730780767897765,0.38816728221403585
101 PARTRIDGETOWN RD; NAUGATUCK-N-1.png,MS,0.3332291841506958,0.4525613148470183,0.38161567226052284,0.4000058633585771,0.471435481632078
101 PARTRIDGETOWN RD; NAUGATUCK-N-1.png,MS,0.24120232462882996,0.4180605516240403,0.3972543068230152,0.41527509813507396,0.43561322866259394
101 PARTRIDGETOWN RD; NAUGATUCK-N-1.png,MS,0.19887660443782806,0.4158668195879137,0.34413786480824154,0.3793063585956891,0.44236438983195536
101 PARTRIDGETOWN RD; NAUGATUCK-W-1.png,MS,0.9701552391052246,0.47000895239211415,0.8240109868347645,0.8614796213805676,0.48935029393917806
101 PARTRIDGETOWN RD; NAUGATUCK-W-1.png,MS,0.6023437976837158,0.49167907640740677,0.5409413774808248,0.5752225915590922,0.5060880884930894
101 PARTRIDGETOWN RD; NAUGATUCK-W-1.png,MS,0.08127792179584503,0.449688261425173,0.4850533877809842,0.5108637735247612,0.46459549101623326
101 PARTRIDGETOWN RD; NAUGATUCK-W-1.png,MS,0.0411406084895134,0.7821340544803722,0.28810345629851025,0.3477752258380254,0.8296347196037704
101 PARTRIDGETOWN RD; NAUGATUCK-W-1.png,MS,0.0148173151537776,0.4515238315672488,0.4938853171964486,0.5240988346437613,0.46561537642736694
101 PARTRIDGETOWN RD; NAUGATUCK-W-1.png,MS,0.014057538472115993,0.44201870222349426,0.7703582520286242,0.812915158768495,0.4599458462483174
102 BROOKSIDE AVE; NAUGATUCK-S-1.png,MS,0.29445680975914,0.6307764009043977,0.19576377794146538,0.21559163803855577,0.6439556217676884
102 BROOKSIDE AVE; NAUGATUCK-S-1.png,MS,0.11145281046628952,0.2257046691469244,0.04872749994198481,0.0708215559522311,0.24904121015522931
102 BROOKSIDE AVE; NAUGATUCK-S-1.png,MS,0.03408006206154823,0.47462267086312576,0.08409500618775685,0.10610146820545197,0.49182325198843674
102 BROOKSIDE AVE; NAUGATUCK-S-1.png,MS,0.011362487450242043,0.5045952015631908,0.07346221432089806,0.0916939415037632,0.5207178922923835
103 CRAIG CIR; NAUGATUCK-S-1.png,MS,0.9674487709999084,0.5268789481472325,0.4473644544680913,0.47914429008960724,0.5625482781513317
103 CRAIG CIR; NAUGATUCK-S-1.png,MS,0.7194061279296875,0.650375494280377,0.34830354154109955,0.373515064517657,0.6689385860352903
103 CRAIG CIR; NAUGATUCK-S-1.png,MS,0.11142375320196152,0.4968070999996082,0.46227093289295834,0.48543830960989,0.5224599048898027
103 CRAIG CIR; NAUGATUCK-S-1.png,MS,0.013538489118218422,0.4917497312700426,0.536874532699585,0.5608830451965332,0.5144163660100989
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9931509494781494,0.09921709589056067,0.6326649238665899,0.6546754787365595,0.11381994389198921
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9917107224464417,0.054631161528664665,0.4813088079293569,0.5060400664806366,0.07126851420144777
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9895804524421692,0.07322047610540648,0.5834591773649057,0.605616133660078,0.08805976928891363
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9876728653907776,0.02369040170231381,0.4927939971288045,0.5158915917078654,0.039953691733850015
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9858767986297607,0.14327079218787117,0.24517991517980894,0.27462241674462956,0.1613856231844103
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9856903553009033,0.061328103413452975,0.42847080156207085,0.4545661297937234,0.07798851986189147
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.984764575958252,0.012792865972261171,0.5710155194004377,0.5969522769252459,0.028971728440877552
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.984706461429596,0.11915723294825167,0.2026887759566307,0.2285715714097023,0.13436749577522278
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9836458563804626,0.08736877264203252,0.20849843695759773,0.23594391470154127,0.10292714270385536
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.981412410736084,0.12633387341692642,0.6498387356599172,0.6717268923918406,0.1390853133556005
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.977039635181427,0.14787721553364316,0.2219454695781072,0.24846122165520987,0.16453012340777629
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9678895473480225,0.04758109998058628,0.537552739183108,0.5586248387893041,0.06407601688359235
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.961739718914032,0.10382142018627476,0.5747386912504832,0.5981088976065317,0.1205813425618249
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9603115320205688,0.13022350701125893,0.6235063063601652,0.646276713659366,0.14283221396240028
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9593430757522583,0.0767509321103225,0.31979241346319515,0.3451373341182868,0.0901368022770495
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9485408663749695,0.09339050827799616,0.41925596942504245,0.4457717761397362,0.10999606912200516
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9467373490333557,0.014450947175154815,0.5447512120008469,0.5689154813687006,0.030302720295416342
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9431434869766235,0.07114985263025439,0.6108649658660094,0.6342732024689516,0.0852317157629374
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9364950656890869,0.16820988300684336,0.29050934066375095,0.32016591479380924,0.18514382355921977
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9326510429382324,0.07752207243764722,0.5292089966436228,0.5503689261774222,0.09664768705496916
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9269688725471497,0.09951758787438676,0.36757820720473927,0.3922702285150687,0.1147003584616893
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9256783127784729,0.04217687329730472,0.5897101486722628,0.6159737979372343,0.05581615905503969
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9152681827545166,0.10739687085151672,0.30987947061657906,0.3351571075618267,0.12297058347109202
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9077988862991333,0.17258784658200033,0.23495449498295784,0.26332062607010204,0.1914972993167671
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.9041354060173035,0.13727721249735034,0.30142294242978096,0.32790328189730644,0.153143654803972
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.8940989375114441,0.0817681913440292,0.262877660493056,0.28992045174042386,0.09718839461738998
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.8915961384773254,0.12529279251356382,0.40986332669854164,0.43563984458645183,0.14196090279398738
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.8846873641014099,0.15649308143435298,0.4025579070051511,0.43281422307093936,0.1721208184152036
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.8722628951072693,0.09214306441513267,0.18100984146197638,0.207589752972126,0.1054448122913773
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.8677141666412354,0.132173273208979,0.3562324196100235,0.3840300093094508,0.14675638562924154
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.8359036445617676,0.11211260025565689,0.2544548995792866,0.2806440107524395,0.12688375083175865
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.8203717470169067,0.07035021967179067,0.37371675794323284,0.3996846613784631,0.08346263983765163
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.7558492422103882,0.11234409503034644,0.5229553853472074,0.5433461194237074,0.12766278998271838
103 WALNUT ST; NAUGATUCK-E-1.png,MS,0.7542539834976196,0.16401921172399778,0.34659600630402565,0.3747967841724555,0.1785741617550721
